age,job,marital,education,balance,housing,loan,contact,day,month,duration,pdays,poutcome,deposit
24,1,2,1,1857,1,0,0,8,10,147,92,1,1
36,9,1,2,4596,1,0,0,8,10,234,175,2,1
58,5,1,0,565,0,0,1,8,10,153,93,2,1
33,4,2,2,1781,0,0,0,8,10,611,183,2,1
27,0,1,1,3415,0,0,0,9,10,266,184,2,1
60,0,0,1,12039,0,0,1,12,10,261,187,2,1
56,10,1,1,12,0,0,0,12,10,511,187,0,1
25,9,2,1,139,0,1,0,12,10,138,-1,3,1
21,8,2,1,2488,0,0,0,12,10,180,-1,3,1
73,5,0,1,7111,1,0,0,12,10,146,-1,3,1
67,4,0,2,361,0,0,0,13,10,411,-1,3,1
51,2,0,2,2109,0,0,0,13,10,79,-1,3,1
48,4,1,2,1093,1,1,0,13,10,1226,-1,3,1
35,4,2,2,2646,0,0,0,13,10,221,182,2,1
61,6,0,2,6,1,0,0,13,10,210,182,2,1
35,9,2,2,670,0,0,0,13,10,301,-1,3,1
36,0,0,1,592,0,0,0,13,10,204,99,0,1
83,5,2,0,1965,0,0,1,13,10,1003,-1,3,1
50,4,1,0,313,0,0,1,14,10,958,-1,3,1
66,3,1,0,40,0,0,1,14,10,290,-1,3,1
58,9,1,0,4198,0,0,0,15,10,441,246,0,1
30,4,2,2,536,0,0,0,15,10,244,105,2,1
54,1,1,0,1311,0,0,1,15,10,485,184,0,1
26,0,2,1,766,0,0,0,15,10,457,-1,3,1
43,7,1,0,2557,1,0,1,15,10,166,183,2,1
40,10,2,2,79,0,0,0,15,10,570,135,0,1
57,4,1,2,1318,0,0,0,16,10,115,185,0,1
75,5,1,1,3771,0,0,1,16,10,186,183,0,1
77,5,1,2,0,0,0,0,16,10,847,60,2,1
31,4,1,2,6138,0,0,0,16,10,154,119,0,1
22,7,2,1,129,0,0,0,16,10,258,-1,3,1
50,4,1,2,469,0,0,0,16,10,170,183,2,1
27,4,1,2,893,0,0,0,16,10,154,-1,3,1
73,5,1,3,519,0,0,1,16,10,434,57,0,1
37,7,1,1,4017,0,0,0,16,10,156,-1,3,1
44,9,2,2,643,0,0,0,16,10,324,143,0,1
40,9,1,1,2338,0,0,0,16,10,717,-1,3,1
61,4,1,2,0,0,0,0,16,10,136,-1,3,1
61,9,0,1,6481,0,0,0,19,10,131,-1,3,1
47,1,1,1,820,0,0,0,19,10,98,-1,3,1
47,7,2,3,1784,0,0,0,19,10,385,-1,3,1
76,3,0,0,1411,0,0,1,19,10,233,187,2,1
30,8,2,2,7529,0,0,0,19,10,328,-1,3,1
39,9,1,2,206,0,0,0,20,10,148,195,2,1
72,5,1,0,1388,0,0,1,20,10,513,-1,3,1
77,5,1,3,1807,0,0,1,20,10,373,-1,3,1
36,9,1,1,480,0,0,0,20,10,213,-1,3,1
65,5,1,1,571,1,0,0,20,10,349,183,2,1
54,9,1,1,3994,0,1,0,20,10,595,187,2,1
46,0,2,1,1693,1,0,0,20,10,427,-1,3,1
28,4,2,2,80,0,0,0,20,10,676,146,0,1
61,4,1,2,267,0,0,0,21,10,192,184,2,1
53,3,1,0,2581,0,0,0,21,10,828,189,0,1
27,8,2,2,1134,0,0,0,21,10,825,183,2,1
55,10,0,1,309,0,0,0,21,10,467,184,2,1
33,4,2,2,6807,0,0,0,21,10,512,184,2,1
87,5,0,0,6746,0,0,1,21,10,749,-1,3,1
57,4,1,2,375,0,0,0,21,10,135,-1,3,1
33,6,2,2,658,1,0,0,21,10,307,208,2,1
51,9,1,1,371,1,1,0,21,10,287,-1,3,1
76,5,0,0,2693,0,0,0,21,10,107,-1,3,1
19,8,2,1,329,0,0,0,22,10,252,-1,3,1
33,0,1,2,79,1,0,0,22,10,249,335,0,1
55,4,0,2,0,0,0,0,22,10,360,-1,3,1
31,1,2,3,6281,0,0,0,22,10,257,128,1,1
92,5,1,3,775,0,0,0,22,10,313,-1,3,1
30,9,2,2,411,0,0,0,22,10,127,149,0,1
68,5,2,2,2144,0,0,0,22,10,277,184,2,1
41,9,2,2,431,0,0,0,22,10,133,107,2,1
29,6,1,1,123,0,1,0,22,10,247,184,2,1
27,1,2,1,3792,0,0,0,22,10,504,183,2,1
78,5,1,3,4807,0,0,1,22,10,1002,-1,3,1
82,5,1,0,8603,0,0,0,22,10,306,107,2,1
29,9,2,2,2178,0,0,0,22,10,260,139,1,1
76,5,1,2,2991,0,0,0,22,10,344,183,2,1
38,4,1,2,4174,0,0,0,23,10,336,184,0,1
60,9,1,1,10925,0,0,0,23,10,270,185,2,1
33,7,0,1,2411,1,0,0,23,10,130,161,0,1
43,1,1,1,14646,0,0,0,23,10,210,-1,3,1
61,5,1,1,86,0,0,0,23,10,149,-1,3,1
43,9,2,3,11115,0,0,0,23,10,476,74,2,1
57,4,1,0,6900,0,0,0,23,10,255,185,0,1
33,4,1,2,5878,0,0,0,23,10,438,430,0,1
77,4,1,3,1780,1,0,0,23,10,221,183,2,1
35,9,2,1,183,0,0,0,23,10,281,52,0,1
59,5,1,0,3648,0,0,1,23,10,257,126,2,1
76,5,1,1,4112,0,0,1,23,10,282,-1,3,1
73,5,1,0,542,0,0,0,26,10,355,180,0,1
81,5,1,0,243,0,0,0,27,10,131,-1,3,1
41,11,2,3,942,0,0,0,27,10,143,188,2,1
57,9,1,1,254,0,0,0,27,10,207,-1,3,1
28,9,2,3,0,1,0,0,27,10,96,267,0,1
38,1,2,1,0,0,0,0,27,10,297,75,0,1
52,7,1,1,992,1,0,0,27,10,424,515,0,1
22,8,2,1,23,0,0,0,27,10,137,-1,3,1
53,11,1,0,732,0,0,0,27,10,759,-1,3,1
60,0,1,3,4629,1,0,0,27,10,624,-1,3,1
56,4,1,1,0,0,0,0,27,10,298,111,1,1
38,3,0,1,70,0,0,0,27,10,255,148,2,1
44,4,2,2,5063,0,0,0,27,10,418,-1,3,1
69,5,0,1,4572,0,0,1,27,10,146,56,1,1
36,8,2,2,129,0,0,0,27,10,149,-1,3,1
75,6,1,3,4984,0,0,1,28,10,509,-1,3,1
65,5,1,0,1004,0,0,0,28,10,371,-1,3,1
64,5,1,1,4787,0,0,0,28,10,501,-1,3,1
30,0,2,1,914,1,0,0,28,10,524,272,0,1
57,3,1,2,2326,0,0,0,28,10,207,194,2,1
31,4,1,2,81,1,0,0,29,10,164,-1,3,1
36,4,1,2,203,0,0,0,29,10,139,-1,3,1
64,4,1,2,3951,0,0,0,29,10,164,-1,3,1
54,9,1,3,240,1,0,0,29,10,142,-1,3,1
26,0,2,1,338,0,0,0,29,10,209,188,3,1
51,6,2,1,0,0,0,0,29,10,1707,-1,3,1
72,5,1,1,0,0,0,0,29,10,189,-1,3,1
30,4,1,2,944,0,0,0,29,10,251,-1,3,1
60,1,1,0,5,0,0,0,29,10,401,-1,3,1
30,4,2,2,697,0,0,0,29,10,215,80,2,1
66,5,1,2,1948,0,0,0,29,10,106,269,0,1
50,9,1,1,3654,0,0,0,29,10,215,78,1,1
47,4,2,2,551,0,0,0,29,10,124,-1,3,1
80,5,1,0,997,0,0,0,29,10,746,86,1,1
61,4,1,2,477,1,0,0,29,10,377,520,1,1
47,4,1,2,3663,0,0,0,29,10,424,213,2,1
30,9,2,1,853,0,0,0,29,10,279,148,0,1
21,8,2,0,8278,0,0,0,29,10,445,-1,3,1
62,4,1,2,7458,0,0,0,30,10,212,-1,3,1
26,9,2,1,44,0,0,0,30,10,217,-1,3,1
36,1,1,1,1193,0,0,0,30,10,640,-1,3,1
87,5,1,0,230,0,0,0,30,10,144,-1,3,1
61,5,1,0,8729,0,0,0,30,10,480,-1,3,1
70,5,1,1,2384,0,0,0,30,10,196,-1,3,1
60,4,1,2,3401,0,0,0,30,10,294,270,0,1
41,7,1,2,881,0,0,0,30,10,257,-1,3,1
22,8,2,1,1522,0,0,0,30,10,368,-1,3,1
60,5,0,1,4243,0,0,0,30,10,416,-1,3,1
54,9,1,1,473,0,1,0,2,9,182,81,0,1
35,6,2,2,5462,0,0,0,2,9,188,186,2,1
59,4,1,1,4412,0,0,0,2,9,162,-1,3,1
29,8,2,3,10332,0,0,0,2,9,46,-1,3,1
48,4,1,1,0,1,1,0,3,9,1233,351,0,1
37,4,1,2,238,0,0,0,3,9,149,-1,3,1
36,4,2,2,62,1,0,0,3,9,566,182,0,1
52,0,2,1,2398,1,0,0,3,9,412,-1,3,1
67,5,0,1,704,0,0,0,3,9,537,-1,3,1
36,6,1,2,506,0,0,0,3,9,217,70,0,1
64,4,1,3,2352,0,0,0,3,9,181,183,2,1
29,9,2,1,938,0,0,0,3,9,358,-1,3,1
27,4,2,2,1720,0,0,0,3,9,284,273,0,1
76,5,1,0,1492,0,0,1,3,9,383,-1,3,1
34,4,1,2,1778,0,0,0,4,9,358,162,0,1
54,9,1,1,0,0,0,0,6,9,464,192,1,1
67,5,1,0,942,0,0,0,6,9,455,84,1,1
24,9,1,1,556,1,0,0,6,9,368,80,2,1
53,0,1,1,10541,0,0,0,9,9,178,-1,3,1
33,8,1,1,1536,0,0,0,9,9,262,94,2,1
24,8,2,2,235,0,0,0,9,9,118,-1,3,1
32,4,2,2,935,0,0,0,9,9,165,91,2,1
60,6,1,2,10861,0,0,0,9,9,98,91,0,1
64,2,1,2,2331,0,0,1,9,9,201,-1,3,1
35,4,2,2,1228,0,0,0,9,9,696,88,0,1
24,8,2,1,125,0,0,0,9,9,263,90,0,1
42,4,1,2,2816,0,0,0,10,9,193,-1,3,1
40,4,1,2,0,0,0,0,10,9,147,96,2,1
33,4,1,2,22867,1,0,0,10,9,266,92,0,1
71,3,0,0,1311,0,0,0,10,9,301,91,2,1
52,10,1,1,94,0,0,0,10,9,293,190,0,1
47,0,1,1,0,0,0,0,10,9,213,190,1,1
49,4,1,0,3371,0,0,0,11,9,269,-1,3,1
26,4,2,2,943,0,0,0,11,9,166,195,2,1
40,4,1,2,9366,0,0,0,11,9,69,-1,3,1
32,9,2,2,6746,0,0,0,11,9,199,-1,3,1
33,7,1,1,1076,0,0,0,11,9,131,96,0,1
35,4,1,2,0,1,0,0,11,9,229,96,2,1
53,4,1,2,1624,0,0,0,11,9,166,97,2,1
20,8,2,3,801,0,0,0,11,9,244,-1,3,1
44,6,0,2,1070,1,0,0,11,9,172,91,2,1
21,8,2,1,123,0,0,1,11,9,513,91,2,1
36,1,2,1,3623,0,0,2,12,9,71,378,2,1
31,4,2,2,533,0,0,0,12,9,90,93,2,1
42,9,1,1,994,1,0,0,12,9,227,93,2,1
33,7,1,1,386,0,0,0,12,9,253,92,0,1
29,4,2,2,1026,0,0,0,12,9,226,92,1,1
30,10,2,1,2424,0,0,0,12,9,110,279,0,1
32,4,1,2,1331,0,0,0,12,9,126,92,0,1
54,11,1,1,2206,0,0,0,12,9,104,99,1,1
82,5,0,2,0,0,0,1,12,9,226,-1,3,1
47,4,1,2,4693,0,1,0,12,9,89,97,2,1
48,1,1,1,1230,1,0,0,12,9,169,196,2,1
77,5,0,1,3417,0,0,0,12,9,134,-1,3,1
38,0,1,1,1767,1,0,0,12,9,893,-1,3,1
27,8,2,2,5291,0,0,0,12,9,192,92,0,1
43,7,2,1,3403,1,0,0,12,9,707,97,2,1
33,9,1,1,133,0,0,0,12,9,627,192,2,1
27,0,2,1,4745,0,0,1,12,9,411,192,1,1
76,5,1,0,3324,0,0,0,13,9,122,92,2,1
81,5,1,0,5220,0,0,1,13,9,135,94,1,1
71,5,1,0,2600,0,0,0,13,9,186,98,2,1
39,0,1,1,260,1,0,0,13,9,226,94,2,1
18,8,2,0,608,0,0,0,13,9,210,93,2,1
58,7,0,1,462,0,0,0,13,9,495,93,2,1
44,9,0,1,14,0,0,0,13,9,167,92,2,1
67,5,1,1,1146,0,0,0,13,9,259,92,0,1
31,7,2,1,181,0,0,0,13,9,239,93,2,1
61,5,1,1,3114,0,0,0,13,9,381,-1,3,1
36,9,2,1,376,0,0,0,13,9,193,92,2,1
56,5,1,0,9367,0,0,1,13,9,271,92,2,1
24,8,2,1,382,0,0,0,13,9,256,92,0,1
33,0,1,1,920,0,0,0,16,9,130,95,0,1
34,1,2,3,129,1,1,0,16,9,295,200,2,1
58,0,1,1,169,0,0,0,16,9,301,94,0,1
64,5,1,3,679,0,0,1,16,9,167,-1,3,1
27,1,2,1,535,0,0,0,16,9,183,94,2,1
63,4,1,2,3115,0,0,0,16,9,432,-1,3,1
23,8,2,1,1234,0,0,0,16,9,250,-1,3,1
37,9,2,2,197,0,0,0,16,9,175,200,2,1
43,4,1,2,3186,0,0,0,16,9,380,88,0,1
35,9,1,2,3160,1,0,0,16,9,445,95,0,1
33,1,1,0,195,0,0,0,16,9,984,-1,3,1
75,5,1,2,6027,0,0,0,16,9,1248,94,0,1
40,0,1,2,764,1,0,2,17,9,85,-1,3,1
52,4,1,2,583,0,0,0,17,9,209,91,0,1
55,9,0,2,0,0,0,0,17,9,134,91,2,1
71,5,1,1,5715,0,0,0,17,9,747,-1,3,1
78,5,1,2,1204,0,0,1,17,9,135,-1,3,1
35,9,1,1,4922,1,0,0,17,9,393,201,1,1
52,9,1,1,234,0,0,0,17,9,255,-1,3,1
31,4,2,2,9421,0,0,0,25,9,372,-1,3,1
31,0,2,1,4198,0,0,0,25,9,234,-1,3,1
38,4,1,3,3576,0,0,0,25,9,349,183,2,1
28,8,2,1,1925,0,0,0,25,9,487,97,0,1
72,5,1,1,1129,0,0,0,25,9,208,91,2,1
29,0,2,1,265,1,0,0,25,9,414,184,0,1
46,3,1,1,38,0,0,0,25,9,541,-1,3,1
53,9,1,1,1982,1,1,0,27,9,160,-1,3,1
58,9,1,1,3399,0,0,1,30,9,1628,188,2,1
22,8,2,2,691,0,0,0,30,9,260,103,2,1
28,0,1,1,330,0,0,0,2,2,357,188,1,1
31,9,1,1,318,0,0,0,2,2,310,-1,3,1
26,1,2,2,644,0,0,0,2,2,346,-1,3,1
60,5,0,2,4,1,0,0,2,2,415,190,0,1
29,9,2,1,1165,0,0,0,3,2,244,184,2,1
36,0,0,2,4708,0,0,0,3,2,284,171,0,1
68,5,1,2,2820,0,0,0,3,2,154,97,0,1
48,4,1,2,1147,0,0,0,3,2,155,120,2,1
53,10,1,0,980,1,0,0,3,2,352,-1,3,1
39,9,1,1,2983,0,0,0,3,2,472,-1,3,1
28,7,2,1,339,0,0,0,3,2,350,182,2,1
72,5,1,3,1940,0,0,1,4,2,705,-1,3,1
29,4,2,2,1445,0,0,0,4,2,271,-1,3,1
26,8,2,2,294,0,0,0,4,2,208,-1,3,1
49,4,1,2,5887,0,0,0,4,2,439,185,2,1
43,4,2,2,11891,0,0,0,4,2,821,242,2,1
28,8,2,3,78,0,0,0,4,2,232,310,0,1
44,0,2,1,733,1,0,0,4,2,360,105,2,1
73,5,0,0,5028,0,0,0,4,2,696,-1,3,1
39,4,1,2,481,0,0,0,7,2,929,189,1,1
29,8,2,1,314,0,0,0,7,2,415,116,0,1
31,9,1,1,684,1,0,0,7,2,620,-1,3,1
30,8,2,1,1681,0,0,0,7,2,329,-1,3,1
50,0,1,1,10250,1,0,0,7,2,254,385,1,1
42,4,1,2,254,0,0,0,9,2,288,183,2,1
37,0,1,1,0,1,0,0,9,2,179,190,2,1
49,9,1,1,307,0,0,0,9,2,854,-1,3,1
59,10,1,1,957,0,0,0,9,2,479,-1,3,1
80,5,1,0,155,0,0,1,9,2,343,-1,3,1
86,5,2,1,614,0,0,1,9,2,595,-1,3,1
69,5,1,3,426,0,0,1,9,2,395,-1,3,1
79,5,1,1,8304,0,0,0,9,2,456,275,2,1
36,7,1,1,4721,0,0,0,9,2,149,-1,3,1
49,4,1,2,395,0,0,0,10,2,336,-1,3,1
69,5,1,1,3588,1,0,0,10,2,429,-1,3,1
66,5,1,3,2540,0,0,1,10,2,441,156,1,1
32,4,0,2,883,1,0,0,10,2,798,185,1,1
47,4,2,2,4402,0,0,1,10,2,805,190,1,1
58,4,1,2,256,0,0,0,10,2,422,188,2,1
64,5,1,0,43,0,0,0,10,2,232,-1,3,1
72,5,1,0,3856,0,0,0,10,2,582,115,1,1
79,5,1,0,3025,0,0,0,11,2,166,126,1,1
30,9,1,1,2326,0,0,0,14,2,420,175,0,1
36,4,1,2,925,0,0,0,14,2,321,189,2,1
53,2,1,2,1961,0,0,0,15,2,351,-1,3,1
34,4,1,2,2037,0,0,0,15,2,324,-1,3,1
29,8,2,1,459,0,0,0,15,2,279,189,1,1
29,4,2,2,572,0,0,0,16,2,314,195,2,1
81,5,0,1,452,0,0,1,16,2,443,-1,3,1
57,5,1,1,5313,0,0,0,16,2,283,196,2,1
72,5,1,1,1533,0,0,0,16,2,546,-1,3,1
34,7,1,1,1337,0,0,0,17,2,330,127,2,1
57,4,0,3,2986,0,0,0,17,2,222,231,0,1
66,3,1,0,1230,0,0,0,17,2,726,-1,3,1
27,8,2,1,538,0,0,0,18,2,170,197,2,1
50,4,1,2,5108,1,0,0,18,2,406,182,0,1
75,5,0,1,1341,0,0,0,18,2,415,-1,3,1
50,7,1,1,320,0,0,1,21,2,294,315,2,1
32,0,2,1,131,1,0,0,21,2,322,189,2,1
59,5,1,0,2074,0,0,0,21,2,467,186,2,1
68,5,1,1,1443,0,0,1,21,2,2062,257,2,1
31,9,1,2,3338,1,0,0,21,2,264,-1,3,1
64,6,1,2,661,0,0,0,21,2,367,294,0,1
30,10,0,1,7105,0,0,0,22,2,321,-1,3,1
60,0,1,1,3735,0,0,0,22,2,190,188,2,1
35,4,2,2,538,0,0,0,22,2,410,165,1,1
72,5,1,0,4657,0,0,0,22,2,305,309,2,1
30,1,1,0,5,0,0,0,23,2,282,203,2,1
52,10,0,1,230,0,0,0,24,2,422,-1,3,1
33,4,1,2,1808,0,0,0,28,2,250,-1,3,1
84,5,1,1,81204,0,0,1,28,2,679,313,1,1
43,4,1,2,3518,0,0,0,28,2,206,196,2,1
39,9,2,2,25,1,0,0,28,2,315,210,2,1
25,9,1,2,2551,0,0,0,28,2,400,-1,3,1
38,0,1,1,11303,0,0,0,28,2,473,216,0,1
44,4,1,3,2724,0,0,0,28,2,893,-1,3,1
20,8,2,3,755,0,0,0,29,2,284,-1,3,1
32,4,2,2,718,1,0,0,29,2,155,197,2,1
23,7,2,1,870,0,0,0,29,2,296,176,2,1
35,10,1,1,978,0,0,0,29,2,1370,209,2,1
61,4,1,1,544,0,0,0,29,2,63,200,2,1
46,4,0,2,461,0,0,0,30,2,369,-1,3,1
70,5,1,0,2795,0,0,0,8,4,301,-1,3,1
25,9,2,1,139,0,1,0,11,4,202,91,2,1
57,5,1,1,1044,0,0,1,11,4,585,192,2,1
55,0,1,1,1633,0,0,0,11,4,210,192,2,1
33,4,1,2,6513,1,0,0,11,4,170,343,1,1
73,5,1,0,1388,0,0,1,11,4,767,83,2,1
34,10,2,1,15,0,0,0,12,4,377,-1,3,1
31,9,2,1,2544,0,0,0,12,4,229,279,2,1
25,1,2,1,2007,0,0,0,12,4,265,-1,3,1
30,9,1,2,2166,0,0,0,12,4,316,-1,3,1
28,6,2,2,4579,0,0,0,12,4,409,-1,3,1
21,8,2,1,2488,0,0,1,12,4,661,92,2,1
87,5,1,0,2190,0,0,1,12,4,512,-1,3,1
22,8,2,1,254,0,0,0,13,4,143,-1,3,1
28,6,2,2,1579,0,0,0,13,4,163,91,0,1
31,10,1,2,330,0,0,0,13,4,260,194,2,1
60,5,1,1,938,0,0,0,13,4,380,-1,3,1
41,9,2,3,5372,1,0,0,13,4,248,-1,3,1
24,8,2,1,3176,0,0,0,13,4,108,-1,3,1
54,4,0,2,496,0,0,0,13,4,452,-1,3,1
35,9,2,2,0,0,0,0,14,4,187,-1,3,1
70,5,0,0,482,0,0,1,14,4,372,196,2,1
62,1,1,1,180,0,0,0,14,4,183,90,1,1
59,9,1,0,4198,0,0,0,14,4,309,91,2,1
48,10,1,1,817,0,0,0,14,4,517,282,2,1
45,0,1,1,5021,0,0,0,14,4,233,-1,3,1
36,0,1,3,991,0,0,0,14,4,589,-1,3,1
33,7,2,1,133,0,0,0,14,4,305,274,2,1
32,0,1,1,366,0,0,0,14,4,366,-1,3,1
60,5,0,2,979,1,0,0,15,4,295,347,0,1
39,4,1,2,2939,0,0,0,15,4,348,-1,3,1
37,0,2,1,4803,0,0,0,15,4,396,-1,3,1
85,5,1,0,1255,0,0,0,15,4,233,-1,3,1
79,5,1,0,8556,0,0,1,18,4,326,272,2,1
64,5,1,1,588,0,0,0,18,4,366,91,0,1
42,9,1,1,994,1,0,0,18,4,453,67,2,1
47,1,1,1,820,0,0,0,18,4,262,91,2,1
66,5,1,1,203,0,0,0,18,4,353,195,2,1
61,5,1,1,86,0,0,0,25,4,639,94,2,1
27,0,1,2,2855,0,0,0,25,4,240,301,0,1
63,5,1,1,474,0,0,0,25,4,423,-1,3,1
36,4,1,2,203,0,0,0,25,4,255,88,2,1
38,10,1,0,7005,1,0,0,25,4,696,202,2,1
92,5,1,3,775,0,0,0,26,4,164,96,2,1
77,5,1,1,4112,0,0,1,26,4,1616,95,2,1
30,0,2,1,255,0,0,0,27,4,143,-1,3,1
81,5,1,0,243,0,0,0,27,4,340,92,2,1
42,11,2,3,942,0,0,0,27,4,245,92,2,1
48,0,0,1,1180,0,0,0,27,4,142,238,1,1
52,7,1,1,992,1,0,0,27,4,342,92,2,1
38,3,0,1,70,0,0,0,27,4,164,92,2,1
61,0,1,3,4629,1,0,0,27,4,181,92,2,1
20,8,2,3,829,0,0,0,27,4,196,202,2,1
39,0,1,1,0,0,0,0,27,4,366,436,0,1
44,9,1,1,2776,1,0,0,27,4,701,-1,3,1
73,5,1,0,279,0,0,0,28,4,399,-1,3,1
36,8,2,2,129,0,0,0,28,4,918,93,2,1
48,4,1,2,157,0,0,0,28,4,417,-1,3,1
52,7,1,1,659,0,0,0,28,4,390,93,2,1
30,1,1,1,2493,0,0,0,28,4,293,-1,3,1
36,4,1,2,3949,0,0,0,28,4,130,-1,3,1
80,5,1,0,997,0,0,0,28,4,151,91,2,1
33,9,1,2,1699,0,0,0,28,4,202,83,2,1
56,9,1,2,1181,0,0,0,28,4,186,433,0,1
54,0,1,1,0,0,0,0,28,4,161,98,0,1
34,0,1,2,0,0,0,0,28,4,155,-1,3,1
66,5,1,2,1948,0,0,0,28,4,216,91,2,1
52,1,1,0,306,0,0,0,28,4,223,-1,3,1
60,5,1,1,18967,1,0,0,29,4,177,-1,3,1
28,0,2,1,261,1,1,0,29,4,254,142,2,1
56,5,0,0,694,0,0,0,29,4,144,102,1,1
36,9,1,2,202,0,0,0,29,4,313,120,0,1
45,4,2,2,4831,0,0,0,29,4,479,-1,3,1
60,4,1,3,264,0,0,1,1,3,265,-1,3,1
33,2,2,1,278,0,0,0,1,3,563,-1,3,1
77,5,1,2,7802,0,0,1,1,3,483,-1,3,1
66,5,1,0,3629,0,0,0,2,3,474,172,1,1
45,4,1,2,547,0,0,0,2,3,577,-1,3,1
30,8,2,3,4468,0,0,0,2,3,204,-1,3,1
56,7,1,1,1989,0,0,0,3,3,336,281,0,1
64,3,1,3,2645,0,0,1,3,3,219,-1,3,1
30,9,2,2,4060,0,0,0,3,3,179,93,1,1
33,9,1,1,303,1,0,0,3,3,355,301,2,1
72,5,1,0,2600,0,0,0,3,3,443,82,2,1
44,9,1,2,1818,1,1,0,3,3,508,92,0,1
37,0,2,1,728,0,0,0,3,3,129,174,1,1
52,1,1,1,955,0,1,0,3,3,153,48,2,1
37,9,2,1,265,1,1,0,3,3,140,366,0,1
34,4,1,2,123,0,0,0,3,3,301,-1,3,1
78,5,1,3,4807,0,0,1,3,3,892,104,2,1
45,0,1,1,205,0,0,0,3,3,373,92,2,1
68,5,1,2,2812,0,0,0,3,3,279,181,0,1
53,4,1,2,6571,0,0,0,3,3,208,-1,3,1
39,7,1,1,2758,0,0,0,4,3,658,-1,3,1
55,4,0,2,2037,0,0,0,4,3,305,94,2,1
32,8,2,2,0,0,0,0,4,3,233,276,0,1
76,5,1,0,2223,0,0,1,4,3,429,-1,3,1
35,0,0,1,1085,0,0,0,4,3,195,97,1,1
55,0,1,1,602,0,0,0,4,3,390,150,2,1
41,9,2,2,1646,1,0,0,4,3,261,184,2,1
35,10,2,2,415,0,0,0,4,3,649,176,0,1
80,5,1,1,2354,0,0,1,4,3,739,181,0,1
38,9,1,1,318,0,0,0,4,3,383,181,0,1
48,1,1,1,1730,1,0,0,4,3,489,178,0,1
25,4,1,3,448,0,0,0,5,3,151,297,2,1
36,0,2,2,994,0,0,0,5,3,195,176,0,1
29,3,2,2,19,0,0,0,5,3,110,64,2,1
58,10,1,1,1625,0,0,0,5,3,286,-1,3,1
46,1,1,1,1144,1,0,0,8,3,376,129,1,1
23,0,2,2,897,1,0,0,8,3,190,280,0,1
67,5,0,1,704,0,0,0,8,3,186,97,2,1
30,4,1,2,1996,0,0,0,8,3,1133,101,1,1
22,8,2,1,216,0,0,0,8,3,363,187,2,1
45,0,1,1,1206,0,0,1,8,3,309,446,0,1
40,4,1,2,1855,0,0,1,8,3,78,-1,3,1
35,4,1,2,62,0,0,0,8,3,469,185,0,1
33,8,1,1,1536,0,0,0,9,3,359,92,2,1
60,9,1,1,824,1,0,0,9,3,127,558,1,1
24,8,2,2,235,0,0,0,9,3,98,92,2,1
18,8,2,3,108,0,0,0,9,3,92,183,2,1
65,2,1,2,2331,0,0,1,9,3,290,92,2,1
27,4,2,2,390,0,0,0,9,3,120,104,0,1
35,0,2,1,-32,0,1,0,9,3,63,182,0,1
39,1,2,2,172,1,0,0,9,3,125,183,0,1
53,0,1,1,10541,0,0,0,9,3,164,92,2,1
23,8,2,1,480,0,0,0,9,3,742,182,0,1
34,0,1,1,2374,1,0,0,9,3,243,92,2,1
36,4,2,2,479,0,0,0,9,3,629,-1,3,1
52,10,1,1,94,0,0,0,10,3,153,92,2,1
36,8,2,3,417,0,0,0,10,3,151,-1,3,1
61,5,1,2,2557,1,0,0,10,3,158,92,2,1
58,9,1,1,589,1,0,0,10,3,511,183,2,1
48,10,0,1,201,0,0,0,10,3,406,92,2,1
34,4,0,2,2885,0,0,0,10,3,314,156,1,1
58,4,1,1,2155,0,1,0,10,3,135,92,2,1
39,9,0,1,902,1,0,0,10,3,691,180,0,1
44,4,1,2,1791,0,0,0,11,3,71,190,2,1
54,11,1,1,2206,0,0,0,11,3,449,91,2,1
27,8,2,2,5291,0,0,0,11,3,293,91,2,1
77,5,1,1,638,0,0,0,11,3,288,188,2,1
30,0,2,1,4448,0,0,0,11,3,112,-1,3,1
61,5,1,2,5267,0,0,0,11,3,226,-1,3,1
76,5,1,0,3324,0,0,0,11,3,309,90,2,1
28,1,1,1,61,1,0,0,11,3,253,174,2,1
35,4,1,2,0,1,0,0,11,3,391,92,2,1
59,9,1,1,116,0,0,0,11,3,268,183,2,1
42,1,1,1,413,1,0,0,11,3,456,184,2,1
35,6,2,2,353,0,0,0,11,3,352,183,2,1
71,5,1,1,1712,0,0,0,11,3,660,-1,3,1
60,5,1,1,523,0,0,0,11,3,467,182,2,1
34,1,1,1,1454,1,0,0,11,3,231,297,0,1
57,5,1,0,9367,0,0,0,11,3,981,90,2,1
75,5,1,1,291,0,0,0,11,3,515,183,0,1
64,5,1,2,846,0,0,0,11,3,671,181,0,1
36,9,1,2,341,0,0,0,12,3,419,183,2,1
29,9,2,1,113,0,0,0,12,3,328,183,2,1
34,4,2,2,13014,0,0,0,12,3,637,183,2,1
26,10,2,1,632,0,0,0,12,3,218,-1,3,1
41,4,1,2,27696,0,0,0,12,3,138,184,2,1
47,1,1,1,3715,0,0,0,12,3,171,182,1,1
52,4,1,2,4675,0,0,0,12,3,181,-1,3,1
32,9,1,1,3271,0,0,0,12,3,375,374,1,1
21,8,2,1,123,0,0,1,12,3,379,93,2,1
54,9,1,1,10185,0,0,0,12,3,251,186,2,1
29,4,2,2,1026,0,0,0,12,3,138,92,2,1
